Age,Annual Income,Employment Status,Loan Amount,Existing Debts,Credit Utilization Ratio,Number of Credit Accounts,Payment History,Credit History Length,Number of Late Payments,Debt-to-Income Ratio,Loan Purpose,Creditworthy
40,37557,Employed,1387,28217,0.28,12,0.89,2.5,2,0.1,Home Improvement,1
40,74595,Employed,23248,73637,0.26,2,0.99,2.0,0,0.19,Education,1
37,24865,Employed,14192,10803,0.42,5,0.83,2.1,3,0.19,Debt Consolidation,0
38,31246,Self-Employed,20545,16211,0.51,3,0.92,18.9,1,0.22,Education,1
61,30269,Employed,3380,4194,0.44,4,0.93,36.7,1,0.04,Education,1
48,84122,Employed,38103,15427,0.47,17,0.93,25.5,1,0.13,Debt Consolidation,1
38,78542,Employed,48833,53567,0.36,6,0.99,18.6,0,0.23,Home Improvement,1
50,62545,Employed,29853,7704,0.37,7,0.93,16.7,1,0.13,Major Purchase,1
37,83781,Self-Employed,1743,20313,0.56,15,0.99,5.5,0,0.03,Business,0
56,31582,Employed,8356,8893,0.48,11,0.88,15.8,2,0.1,Home Improvement,1
46,58354,Employed,14128,31085,0.29,3,0.99,20.4,0,0.12,Debt Consolidation,1
40,46046,Employed,14566,2520,0.35,6,0.78,19.4,4,0.08,Debt Consolidation,0
47,74864,Employed,51220,44897,0.47,2,0.88,13.2,2,0.24,Debt Consolidation,1
23,46276,Employed,12475,51570,0.57,9,0.82,3.1,3,0.2,Debt Consolidation,1
28,40438,Employed,18014,1187,0.38,2,0.93,9.4,1,0.11,Major Purchase,1
27,64244,Employed,34065,48643,0.32,3,0.88,1.9,2,0.22,Major Purchase,0
43,75969,Employed,41916,76197,0.5,12,0.99,21.7,0,0.25,Business,1
62,35095,Employed,9889,13158,0.36,13,0.83,7.9,3,0.11,Home Improvement,0
68,47546,Retired,31544,7503,0.36,12,1.0,24.7,0,0.18,Debt Consolidation,1
49,28876,Self-Employed,18889,1501,0.35,12,0.99,7.6,0,0.16,Education,1
48,15000,Self-Employed,11952,11590,0.57,18,0.99,18.5,0,0.28,Education,1
20,54188,Unemployed,9570,35909,0.92,9,0.7,1.6,5,0.12,Home Improvement,0
35,66466,Unemployed,9897,18288,0.92,1,0.85,7.1,2,0.07,Education,0
32,55884,Employed,19798,55768,0.67,5,0.82,12.2,3,0.2,Auto,1
34,18494,Employed,6656,16322,0.56,1,0.87,10.9,2,0.19,Auto,1
39,41133,Employed,26346,13644,0.43,8,0.93,15.4,1,0.19,Home Improvement,0
36,16168,Self-Employed,10286,14615,0.88,11,0.76,3.6,4,0.26,Auto,0
18,97231,Employed,6147,28585,0.52,8,0.67,0.9,6,0.05,Debt Consolidation,0
50,28480,Unemployed,12656,23077,0.63,2,0.62,6.2,7,0.2,Education,0
29,91830,Employed,14429,13063,0.41,8,1.0,3.2,0,0.05,Debt Consolidation,1
44,78663,Self-Employed,41315,65343,0.22,12,0.98,4.2,0,0.23,Debt Consolidation,1
66,31247,Retired,10423,8953,0.6,1,0.87,21.7,2,0.11,Debt Consolidation,0
30,27822,Employed,18830,19112,0.35,7,0.93,10.8,1,0.24,Debt Consolidation,0
18,58406,Unemployed,29764,12087,0.96,6,0.65,0.3,6,0.15,Major Purchase,0
38,32139,Employed,3402,27997,0.31,17,0.99,8.1,0,0.13,Home Improvement,1
55,51598,Self-Employed,6642,3769,0.66,14,0.92,31.5,1,0.04,Major Purchase,0
65,38506,Employed,19210,7643,0.54,14,0.77,29.4,4,0.14,Debt Consolidation,1
27,20119,Employed,8918,4445,0.65,1,0.99,7.0,0,0.13,Debt Consolidation,1
47,16070,Employed,4847,797,0.48,6,0.88,7.0,2,0.08,Education,1
36,54904,Employed,18476,49084,0.89,10,0.61,13.2,7,0.19,Debt Consolidation,1
40,37020,Employed,22061,43577,0.53,7,0.92,5.8,1,0.28,Education,1
73,37177,Retired,19104,34725,0.31,1,0.93,54.3,1,0.24,Home Improvement,1
23,69420,Employed,51034,71694,0.45,9,0.93,3.2,1,0.3,Business,1
45,88143,Employed,53642,635,0.4,15,0.93,19.1,1,0.15,Home Improvement,0
47,42775,Employed,31429,6050,0.6,18,0.99,4.3,0,0.19,Education,0
55,41344,Employed,29170,27734,0.49,13,0.68,10.0,6,0.25,Debt Consolidation,0
43,62948,Employed,39565,73865,0.73,2,0.81,4.4,3,0.29,Auto,0
45,24872,Employed,1602,19719,0.43,19,0.93,11.1,1,0.11,Education,0
37,54807,Employed,21215,24606,0.45,15,0.93,6.1,1,0.15,Home Improvement,1
45,64598,Employed,49077,11329,0.27,12,0.89,20.1,2,0.2,Debt Consolidation,1
37,68879,Employed,42264,12632,0.61,15,0.92,3.0,1,0.17,Education,1
49,18613,Employed,7946,8102,0.3,18,0.94,23.6,1,0.15,Major Purchase,0
37,33500,Unemployed,4228,28695,1.07,14,0.7,1.8,5,0.13,Debt Consolidation,0
46,31598,Self-Employed,10443,1206,0.48,6,0.93,6.5,1,0.08,Auto,0
41,51531,Employed,40276,52696,0.6,12,0.92,18.4,1,0.31,Home Improvement,1
55,62340,Employed,32711,70435,0.48,6,0.83,27.7,3,0.26,Home Improvement,1
41,103606,Self-Employed,45677,110503,0.4,9,0.98,11.5,0,0.23,Major Purchase,1
20,38273,Self-Employed,19697,41932,0.58,9,0.92,1.0,1,0.25,Education,0
57,38223,Employed,27707,703,0.33,4,0.98,24.2,0,0.18,Business,1
31,87102,Employed,37057,102200,0.47,1,0.99,5.9,0,0.24,Home Improvement,1
34,56856,Employed,40764,24995,0.34,2,0.93,5.7,1,0.22,Debt Consolidation,1
34,92394,Unemployed,5844,96378,0.81,8,0.56,10.6,8,0.14,Education,0
58,56633,Employed,42645,12695,0.64,14,0.87,18.0,2,0.21,Major Purchase,1
18,27486,Employed,5235,14727,0.66,8,0.82,0.2,3,0.11,Business,0
75,25170,Retired,4206,1333,0.38,14,0.98,52.3,0,0.05,Debt Consolidation,1
54,22566,Self-Employed,12147,1085,0.5,2,0.88,28.2,2,0.13,Debt Consolidation,0
44,68256,Self-Employed,16164,77260,0.47,16,0.93,2.4,1,0.19,Home Improvement,0
41,88813,Employed,60288,86390,0.42,4,0.93,12.6,1,0.28,Education,1
45,123584,Employed,18025,78573,0.31,1,0.99,3.2,0,0.11,Debt Consolidation,1
48,74723,Employed,5839,47116,0.58,14,0.92,25.3,1,0.09,Debt Consolidation,0
49,87677,Self-Employed,39937,78777,0.54,8,0.92,19.4,1,0.22,Auto,1
48,36680,Self-Employed,8655,15038,0.56,3,0.92,6.0,1,0.11,Auto,0
43,27495,Employed,15770,25137,0.29,5,0.98,1.5,0,0.25,Business,0
39,74984,Employed,47660,43641,0.53,6,0.92,1.6,1,0.22,Major Purchase,1
40,60405,Employed,1061,46240,0.25,8,0.99,11.7,0,0.1,Debt Consolidation,1
39,51726,Employed,34260,59887,0.74,6,0.91,15.7,1,0.3,Business,1
55,59497,Employed,31664,33650,0.22,6,0.94,5.4,1,0.2,Education,1
49,57618,Employed,24206,28928,0.41,4,0.98,7.6,0,0.16,Major Purchase,1
18,93144,Employed,56763,101237,0.32,7,0.83,0.4,3,0.28,Debt Consolidation,1
49,93666,Employed,22874,101449,0.41,19,0.99,7.5,0,0.19,Debt Consolidation,1
44,64351,Employed,7794,76635,0.62,7,0.92,10.8,1,0.17,Auto,1
41,74824,Employed,18639,49460,0.55,3,1.0,13.3,0,0.14,Major Purchase,1
37,63388,Employed,36263,26186,0.71,8,0.91,13.3,1,0.19,Business,1
55,38925,Employed,20669,11228,0.9,1,0.86,35.7,2,0.16,Auto,0
53,71559,Employed,52407,2927,0.33,1,0.93,32.6,1,0.18,Home Improvement,0
32,24410,Employed,10193,21287,0.39,14,0.83,8.4,3,0.2,Auto,1
46,83029,Employed,2125,23262,0.43,6,0.93,20.8,1,0.04,Business,1
30,26976,Self-Employed,21265,19637,0.61,10,0.82,11.5,3,0.28,Auto,0
25,56551,Employed,12736,62200,0.71,9,0.99,1.5,0,0.19,Education,1
34,32126,Self-Employed,2146,36631,0.53,12,0.82,1.1,3,0.15,Debt Consolidation,1
52,64646,Employed,50938,342,0.41,14,0.93,2.0,1,0.19,Education,0
53,48196,Employed,15802,18338,0.54,4,0.87,20.2,2,0.12,Home Improvement,1
48,22084,Employed,17642,22190,0.6,6,0.92,23.1,1,0.31,Major Purchase,1
50,60497,Employed,15221,38943,0.78,16,0.81,12.4,3,0.14,Education,1
48,36718,Employed,4849,35579,0.47,1,0.88,16.8,2,0.15,Education,1
34,76158,Employed,23814,77984,0.57,6,0.92,8.7,1,0.2,Major Purchase,1
47,49053,Self-Employed,5616,26054,0.6,9,1.0,3.7,0,0.09,Debt Consolidation,1
51,59737,Employed,25564,25733,0.41,15,0.93,11.3,1,0.15,Debt Consolidation,1
51,30370,Self-Employed,1715,16597,0.46,12,0.93,1.6,1,0.08,Education,1
56,36509,Self-Employed,2643,28598,0.4,3,0.99,5.1,0,0.11,Debt Consolidation,1
50,38975,Employed,1123,17172,0.56,11,0.87,26.2,2,0.06,Debt Consolidation,1
46,75233,Employed,19157,69965,0.59,15,0.87,23.4,2,0.17,Business,1
54,113401,Employed,68713,123016,0.4,3,0.93,29.1,1,0.28,Education,1
41,32774,Self-Employed,24273,11102,0.9,14,0.86,17.0,2,0.22,Debt Consolidation,0
31,83987,Employed,65003,97255,0.72,2,0.86,10.5,2,0.32,Debt Consolidation,1
40,16566,Self-Employed,2503,12379,0.52,4,0.82,15.1,3,0.13,Debt Consolidation,0
33,26981,Employed,15043,28432,0.83,10,0.91,10.4,1,0.26,Education,1
33,30351,Unemployed,16109,3784,1.2,3,0.84,10.3,2,0.14,Debt Consolidation,0
40,24927,Employed,6661,7522,0.69,12,0.99,11.8,0,0.1,Business,1
32,22207,Employed,3124,8554,0.6,2,0.87,5.7,2,0.08,Education,1
38,60264,Self-Employed,37022,21898,0.31,17,0.98,14.9,0,0.19,Debt Consolidation,1
19,44044,Unemployed,3413,9083,1.08,3,0.65,1.0,6,0.04,Debt Consolidation,0
44,59260,Employed,21771,61739,0.39,10,0.93,14.6,1,0.21,Education,1
42,69233,Employed,7089,34777,0.43,16,0.88,11.0,2,0.08,Debt Consolidation,1
32,55983,Employed,6833,64702,0.54,6,0.87,4.6,2,0.17,Home Improvement,0
49,68110,Unemployed,16748,47688,0.86,9,0.5,30.2,11,0.14,Business,0
53,47345,Self-Employed,22387,7862,0.45,11,0.93,9.8,1,0.13,Home Improvement,1
22,27078,Self-Employed,6753,17738,0.45,5,0.88,1.9,2,0.14,Debt Consolidation,0
32,83192,Employed,2702,99185,0.37,3,0.88,3.1,2,0.15,Business,1
32,36513,Employed,2665,24762,0.76,14,0.99,11.7,0,0.1,Debt Consolidation,1
30,30705,Employed,22773,68,0.37,5,0.93,7.5,1,0.18,Debt Consolidation,0
51,44848,Self-Employed,13425,50215,0.58,12,0.87,20.6,2,0.21,Debt Consolidation,1
39,31057,Employed,24547,8754,0.76,5,0.86,17.4,2,0.22,Major Purchase,1
38,39786,Self-Employed,6807,32872,0.43,7,0.99,7.5,0,0.14,Major Purchase,1
18,58222,Unemployed,19495,35986,0.7,9,0.72,0.3,5,0.15,Debt Consolidation,0
49,58347,Employed,21098,22785,0.59,18,0.92,7.0,1,0.13,Education,1
27,31290,Employed,7983,10612,0.7,5,0.98,6.9,0,0.1,Debt Consolidation,1
42,38412,Employed,22494,42810,0.75,8,1.0,15.1,0,0.27,Education,1
45,83882,Employed,3397,91792,0.29,12,1.0,6.4,0,0.14,Debt Consolidation,1
58,62830,Employed,27770,38688,0.48,2,0.93,6.7,1,0.18,Debt Consolidation,1
26,138348,Employed,39222,38774,0.62,10,0.77,1.8,4,0.1,Business,1
18,88438,Unemployed,51707,10861,0.64,3,0.67,0.7,6,0.16,Debt Consolidation,0
44,86868,Employed,50033,16321,0.41,9,0.98,1.0,0,0.16,Debt Consolidation,1
63,24491,Employed,5502,15348,0.37,8,0.93,1.8,1,0.13,Business,1
56,71820,Employed,1343,26530,0.52,1,0.87,15.4,2,0.05,Auto,0
44,47736,Employed,13939,2409,0.47,6,0.99,18.3,0,0.08,Education,1
36,37216,Self-Employed,2544,20327,0.67,12,0.92,12.8,1,0.08,Business,1
51,53316,Employed,16950,47740,0.39,19,0.68,14.8,6,0.18,Home Improvement,1
30,78637,Self-Employed,4996,84143,0.42,11,0.83,8.6,3,0.14,Debt Consolidation,1
47,62970,Employed,31545,44226,0.59,17,0.87,15.6,2,0.2,Debt Consolidation,0
48,31595,Employed,17019,27422,0.66,2,0.82,29.3,3,0.23,Debt Consolidation,1
54,71056,Employed,24232,31043,0.24,11,0.99,6.7,0,0.13,Debt Consolidation,1
75,35639,Retired,28394,21222,0.63,18,0.92,34.6,1,0.26,Home Improvement,0
46,54630,Employed,25614,47831,0.35,11,0.93,14.3,1,0.22,Debt Consolidation,1
35,42121,Employed,31015,36779,0.54,2,0.99,4.1,0,0.28,Home Improvement,1
41,43939,Employed,5986,22383,0.54,8,0.87,17.5,2,0.09,Debt Consolidation,0
20,71906,Employed,13949,46911,0.44,9,0.88,1.3,2,0.12,Home Improvement,1
33,29141,Employed,20807,32306,0.69,15,0.67,6.3,6,0.3,Education,1
37,129650,Employed,75756,94799,0.39,7,0.78,7.7,4,0.23,Home Improvement,0
35,19721,Employed,1235,15206,0.46,4,0.93,4.9,1,0.11,Debt Consolidation,1
43,36357,Employed,8993,34231,0.62,13,0.72,11.3,5,0.17,Major Purchase,1
32,58988,Employed,26544,8156,0.38,13,0.93,7.2,1,0.12,Auto,0
55,65654,Employed,15836,41194,0.43,1,0.99,27.8,0,0.13,Home Improvement,1
42,46618,Employed,6224,53671,0.33,4,0.93,18.6,1,0.17,Education,1
41,47634,Self-Employed,18614,20672,0.31,4,0.83,4.5,3,0.15,Education,0
38,60190,Employed,34006,21301,0.28,4,0.84,12.3,3,0.18,Debt Consolidation,1
43,43672,Employed,27430,31506,0.59,13,0.82,22.5,3,0.24,Debt Consolidation,0
51,98379,Unemployed,22308,26104,0.99,2,0.85,4.5,2,0.09,Education,1
31,74583,Employed,1051,49756,0.59,12,0.72,6.7,5,0.08,Home Improvement,1
34,75842,Employed,27731,14165,0.46,10,0.98,12.3,0,0.11,Debt Consolidation,1
38,30240,Employed,10572,21039,0.78,15,0.81,12.6,3,0.17,Debt Consolidation,0
25,47113,Employed,2056,34055,0.59,4,0.92,1.6,1,0.1,Debt Consolidation,1
32,42182,Employed,25597,21178,0.38,11,0.88,6.2,2,0.21,Business,1
36,29649,Unemployed,9498,13617,0.88,6,0.76,9.6,4,0.13,Debt Consolidation,0
52,58693,Employed,46066,17287,0.71,3,0.91,33.9,1,0.22,Debt Consolidation,0
45,37465,Self-Employed,14950,14877,0.58,7,0.82,5.6,3,0.14,Education,0
44,68029,Employed,24993,40681,0.45,6,0.88,25.6,2,0.16,Home Improvement,0
52,28707,Employed,19993,8531,0.55,3,0.87,13.4,2,0.2,Education,1
40,115788,Employed,13485,108770,0.62,4,0.77,5.2,4,0.14,Home Improvement,0
46,31314,Self-Employed,4600,26642,0.49,10,0.93,12.2,1,0.14,Home Improvement,0
40,54701,Unemployed,19349,17677,0.87,9,0.61,13.9,7,0.12,Auto,0
45,72833,Employed,47123,8515,0.52,6,0.92,6.6,1,0.17,Debt Consolidation,0
35,36852,Unemployed,14496,7,1.16,13,0.74,5.7,4,0.09,Home Improvement,0
18,75074,Unemployed,7532,53757,1.14,4,0.84,0.9,2,0.11,Major Purchase,0
40,26513,Employed,13838,6724,0.8,11,0.81,22.0,3,0.16,Debt Consolidation,1
59,101322,Employed,37346,1529,0.54,7,0.87,13.7,2,0.09,Debt Consolidation,0
53,49368,Employed,39329,21272,0.68,18,0.87,6.1,2,0.24,Debt Consolidation,0
53,36380,Employed,3543,41997,0.77,4,0.86,28.0,2,0.16,Debt Consolidation,1
56,42209,Employed,17888,34945,0.47,5,0.83,23.2,3,0.2,Debt Consolidation,1
43,73457,Employed,58480,75610,0.58,4,0.87,3.4,2,0.31,Debt Consolidation,1
44,36598,Employed,22468,6356,0.85,4,0.99,24.7,0,0.17,Debt Consolidation,1
34,33702,Employed,10494,2963,0.72,11,0.86,2.2,2,0.09,Home Improvement,0
38,43880,Unemployed,14139,607,0.64,13,0.52,12.9,9,0.08,Debt Consolidation,0
49,27214,Employed,6142,31208,0.65,16,0.87,13.7,2,0.19,Auto,1
56,121816,Employed,56223,43883,0.63,14,0.82,21.6,3,0.15,Auto,1
40,36930,Employed,5806,20363,0.37,11,0.99,5.5,0,0.1,Home Improvement,1
36,74295,Employed,50658,35173,0.4,13,0.93,12.7,1,0.22,Major Purchase,1
42,54433,Self-Employed,30357,47712,0.84,2,0.91,23.1,1,0.24,Education,1
49,29963,Employed,12833,11144,0.48,14,0.99,14.8,0,0.15,Auto,1
24,48875,Self-Employed,8611,31404,0.34,8,0.88,3.6,2,0.12,Debt Consolidation,1
18,72547,Employed,27904,86671,0.54,8,0.87,0.3,2,0.24,Business,0
35,44616,Employed,12206,23774,0.65,11,0.87,15.3,2,0.13,Major Purchase,0
27,89014,Employed,2707,58884,0.57,7,0.92,8.8,1,0.09,Debt Consolidation,1
35,81695,Employed,9493,49264,0.45,10,0.99,13.6,0,0.1,Education,1
40,77610,Employed,52596,74802,0.9,11,0.8,12.4,3,0.28,Auto,1
36,38955,Employed,9509,12473,0.45,4,1.0,17.3,0,0.1,Debt Consolidation,1
59,28569,Employed,20339,5842,0.86,7,0.81,7.2,3,0.2,Home Improvement,0
45,36069,Employed,20311,32638,0.48,16,0.83,13.4,3,0.24,Debt Consolidation,1
45,54074,Unemployed,3720,26968,0.77,6,0.71,15.0,5,0.08,Debt Consolidation,0
49,64401,Employed,36790,70613,0.37,6,0.88,15.8,2,0.27,Debt Consolidation,0
28,16551,Employed,9868,12793,0.58,2,0.92,8.2,1,0.24,Education,0
54,48822,Employed,16749,33062,0.43,8,0.88,24.5,2,0.16,Education,1
41,53052,Employed,25792,4485,0.52,7,0.92,3.8,1,0.13,Business,0
50,42668,Employed,12892,37397,0.48,14,1.0,11.7,0,0.18,Home Improvement,1
29,93492,Self-Employed,28472,76966,0.44,9,0.83,4.4,3,0.17,Debt Consolidation,0
23,60529,Unemployed,23442,46490,1.19,9,0.54,3.3,8,0.19,Debt Consolidation,0
51,94381,Employed,24802,30342,0.38,18,0.99,10.3,0,0.1,Business,1
46,44003,Employed,13721,49990,0.37,12,0.83,4.2,3,0.21,Home Improvement,1
31,78334,Employed,5851,30235,0.26,7,0.89,8.8,2,0.06,Auto,1
31,111027,Employed,36757,20282,0.59,3,0.87,11.2,2,0.1,Debt Consolidation,1
55,94451,Employed,37598,111890,0.36,13,0.83,34.5,3,0.24,Home Improvement,1
27,28393,Employed,6403,25425,0.38,7,0.93,8.8,1,0.16,Debt Consolidation,0
61,43181,Employed,27082,21493,0.43,10,0.93,33.8,1,0.21,Debt Consolidation,1
31,41250,Employed,7850,46327,0.37,14,0.83,2.7,3,0.18,Auto,1
49,62606,Employed,26866,6845,0.34,10,0.98,26.6,0,0.12,Home Improvement,1
38,69090,Employed,2939,7267,0.26,2,0.99,8.6,0,0.02,Debt Consolidation,1
49,32226,Employed,22078,26391,0.74,14,0.81,22.9,3,0.26,Business,0
35,50712,Employed,32989,10830,0.44,13,0.99,9.5,0,0.18,Home Improvement,1
40,17854,Self-Employed,8325,19648,0.4,6,0.98,18.4,0,0.24,Debt Consolidation,1
42,100807,Employed,74251,101656,0.41,9,0.93,10.8,1,0.3,Major Purchase,1
29,37941,Self-Employed,9427,13948,0.56,13,0.92,1.6,1,0.1,Debt Consolidation,1
50,50409,Employed,37963,53765,0.62,9,0.87,18.3,2,0.31,Business,1
35,41989,Employed,3786,2160,0.33,15,0.93,3.7,1,0.03,Business,1
39,86943,Employed,15454,57239,0.42,13,0.99,20.3,0,0.12,Debt Consolidation,0
30,15000,Employed,2377,16840,0.43,5,0.88,6.8,2,0.17,Home Improvement,1
18,48615,Unemployed,36523,49901,0.71,5,0.91,0.6,1,0.3,Debt Consolidation,0
39,46494,Employed,31807,19866,0.44,9,0.88,19.1,2,0.22,Home Improvement,1
70,39072,Retired,19467,8574,0.39,8,0.93,32.9,1,0.15,Auto,1
51,116205,Employed,38177,29359,0.18,7,0.98,10.7,0,0.11,Debt Consolidation,1
41,31455,Unemployed,13287,19420,1.2,8,0.79,7.5,3,0.18,Debt Consolidation,0
38,72106,Employed,49667,51636,0.91,3,0.85,10.5,2,0.25,Home Improvement,0
42,58578,Unemployed,13838,2306,0.95,15,0.55,20.9,8,0.06,Home Improvement,0
48,92111,Self-Employed,33065,45711,0.58,8,0.77,24.0,4,0.15,Education,0
27,35115,Employed,7570,34990,0.64,1,0.62,8.7,7,0.17,Auto,0
55,33979,Self-Employed,5612,18117,0.46,7,0.88,3.6,2,0.1,Education,0
50,84798,Unemployed,56259,17214,0.87,19,0.86,9.3,2,0.18,Business,1
50,60637,Employed,28276,69479,0.49,2,0.83,3.5,3,0.25,Debt Consolidation,1
47,22641,Employed,17099,7234,0.71,14,0.91,22.0,1,0.22,Education,1
42,37434,Employed,5104,35865,0.39,18,0.88,4.2,2,0.15,Home Improvement,1
50,59467,Employed,11522,13829,0.26,15,0.89,4.1,2,0.07,Major Purchase,1
49,74524,Employed,49572,37843,0.66,14,0.72,17.9,5,0.22,Home Improvement,0
37,34904,Employed,8657,20540,0.68,8,0.99,8.4,0,0.13,Major Purchase,1
35,15000,Employed,6478,9011,0.63,9,0.82,12.4,3,0.18,Auto,0
43,63679,Employed,29337,39465,0.36,19,0.98,12.7,0,0.18,Auto,1
60,26631,Employed,20025,7188,0.41,19,0.93,18.4,1,0.21,Home Improvement,1
27,17878,Self-Employed,6025,11067,0.45,6,0.93,4.4,1,0.16,Home Improvement,0
24,15000,Employed,8764,8670,0.94,11,0.75,5.4,4,0.21,Home Improvement,0
43,73643,Employed,3112,18444,0.43,17,0.88,10.5,2,0.04,Debt Consolidation,0
42,52276,Employed,4500,61990,0.29,16,0.94,8.7,1,0.16,Business,1
44,43790,Employed,30526,45483,0.55,19,0.92,9.5,1,0.29,Auto,0
44,98175,Unemployed,32521,104565,0.7,1,0.72,5.9,5,0.21,Business,0
39,67417,Employed,39755,55462,0.33,7,0.93,18.2,1,0.24,Home Improvement,1
59,109990,Employed,41392,21104,0.59,11,0.98,6.9,0,0.11,Debt Consolidation,1
22,24431,Self-Employed,10201,16654,0.54,5,0.87,3.7,2,0.18,Education,0
32,48181,Unemployed,19013,47493,1.04,14,0.9,4.7,1,0.21,Home Improvement,0
40,21843,Employed,12311,1015,0.86,17,0.76,19.9,4,0.14,Business,0
22,43708,Self-Employed,31627,26006,0.39,8,0.93,3.4,1,0.25,Auto,1
39,43290,Employed,15947,20577,0.49,8,0.99,12.6,0,0.15,Debt Consolidation,1
61,67057,Employed,10041,17069,0.38,10,0.88,29.1,2,0.07,Education,1
42,50150,Employed,7260,22763,0.67,12,0.92,8.5,1,0.09,Education,0
44,66950,Employed,24306,79014,0.36,10,0.88,15.4,2,0.23,Education,0
26,69683,Self-Employed,44827,60476,0.53,10,0.92,3.0,1,0.26,Home Improvement,0
34,143984,Employed,90086,44930,0.15,2,0.94,7.0,1,0.19,Debt Consolidation,1
37,41871,Employed,27615,30416,0.81,10,0.76,14.8,4,0.25,Debt Consolidation,1
38,30622,Unemployed,12427,9063,0.8,17,0.81,5.6,3,0.13,Auto,0
57,55439,Employed,34246,40637,0.44,16,0.68,32.9,6,0.24,Debt Consolidation,1
48,32822,Unemployed,2310,35296,0.58,5,0.82,11.9,3,0.15,Auto,0
28,102845,Unemployed,79359,68726,0.64,3,0.72,5.8,5,0.27,Home Improvement,0
44,42548,Employed,32213,37442,0.53,15,0.87,24.5,2,0.29,Major Purchase,0
47,36945,Employed,19527,20098,0.56,2,0.82,20.1,3,0.19,Major Purchase,0
55,38728,Employed,1413,24357,0.67,13,0.92,24.2,1,0.08,Education,1
60,70207,Employed,28207,58558,0.24,8,0.94,30.2,1,0.2,Home Improvement,1
29,45302,Employed,4936,44163,0.76,7,0.71,10.2,5,0.14,Home Improvement,0
32,35566,Employed,25571,28144,0.46,11,1.0,4.2,0,0.27,Debt Consolidation,1
26,112721,Unemployed,84314,132220,0.79,1,0.76,5.3,4,0.32,Debt Consolidation,0
39,31949,Employed,20007,31430,0.76,4,0.91,9.0,1,0.27,Education,0
47,49900,Employed,19674,46536,0.7,19,0.91,1.3,1,0.21,Business,1
53,67924,Employed,50790,68882,0.61,9,0.92,5.3,1,0.3,Debt Consolidation,1
41,21684,Employed,12636,7317,0.54,15,0.92,8.1,1,0.18,Home Improvement,0
38,62325,Self-Employed,15374,32312,0.71,9,0.86,11.7,2,0.12,Education,0
43,28924,Employed,17736,19591,0.4,9,0.93,22.2,1,0.23,Business,1
31,73968,Employed,45108,41041,0.38,14,0.93,10.5,1,0.21,Debt Consolidation,1
67,30293,Retired,16317,30805,0.36,16,0.93,27.6,1,0.25,Debt Consolidation,1
22,69312,Employed,30181,2251,0.31,8,0.99,1.2,0,0.11,Business,1
44,85213,Employed,12780,21389,0.5,17,0.92,8.1,1,0.07,Debt Consolidation,1
66,75411,Retired,17523,79788,0.24,13,0.94,18.2,1,0.18,Education,0
42,55584,Employed,42211,3941,0.45,9,0.93,15.3,1,0.19,Education,1
39,43667,Unemployed,9860,11894,0.57,15,0.77,2.3,4,0.09,Home Improvement,0
37,36746,Self-Employed,21226,15488,0.53,7,0.87,10.5,2,0.19,Home Improvement,1
39,102284,Employed,21402,92145,0.63,1,0.99,19.0,0,0.16,Business,1
58,34553,Self-Employed,20310,23226,0.54,1,0.92,28.5,1,0.22,Debt Consolidation,1
18,29186,Self-Employed,8242,33433,0.69,5,0.92,0.8,1,0.21,Debt Consolidation,0
60,68369,Employed,28521,18695,0.53,9,0.87,28.9,2,0.13,Home Improvement,1
24,32923,Employed,2052,34454,0.5,6,0.88,2.0,2,0.14,Home Improvement,0
38,30484,Employed,16400,10348,0.44,13,1.0,3.1,0,0.17,Education,1
36,23818,Employed,2343,7016,0.73,10,0.86,15.1,2,0.06,Major Purchase,1
49,38505,Employed,17953,23027,0.83,8,0.86,21.9,2,0.18,Business,1
22,47034,Employed,30394,4018,0.65,6,0.92,2.7,1,0.17,Debt Consolidation,0
47,55356,Self-Employed,17262,25528,0.24,6,0.99,6.3,0,0.13,Debt Consolidation,1
66,78877,Retired,4916,33665,0.61,4,0.98,29.4,0,0.07,Debt Consolidation,1
25,63796,Employed,10192,12256,0.7,11,0.86,1.2,2,0.06,Major Purchase,1
44,44558,Self-Employed,24942,46025,0.42,18,0.93,4.0,1,0.26,Home Improvement,0
34,44395,Employed,4392,20557,0.6,3,0.98,5.7,0,0.08,Home Improvement,1
47,63264,Employed,20001,74543,0.78,3,0.86,13.4,2,0.22,Business,0
42,92622,Self-Employed,29696,99998,0.4,12,1.0,3.8,0,0.21,Home Improvement,0
34,52216,Employed,23319,12206,0.77,11,0.76,2.8,4,0.14,Debt Consolidation,0
47,38771,Employed,5355,23500,0.4,6,0.99,21.3,0,0.11,Home Improvement,0
63,29838,Employed,19397,21547,0.38,6,0.88,26.1,2,0.24,Education,1
39,23798,Self-Employed,6332,23387,0.5,8,0.88,11.7,2,0.18,Auto,1
50,68400,Employed,23642,72693,0.44,15,0.98,15.0,0,0.21,Education,0
26,65446,Self-Employed,5547,49007,0.28,2,0.94,7.8,1,0.11,Debt Consolidation,0
30,65426,Employed,30371,2758,0.64,4,0.92,1.5,1,0.12,Debt Consolidation,1
47,45966,Employed,21103,26546,0.73,16,0.81,6.1,3,0.18,Auto,0
59,99058,Self-Employed,78401,105175,0.51,6,0.82,26.9,3,0.32,Business,1
46,38481,Employed,10743,32974,0.38,17,0.93,4.7,1,0.17,Debt Consolidation,1
38,79034,Employed,35450,82524,0.76,9,0.91,12.2,1,0.23,Debt Consolidation,1
